1324615036.19	19.980
1324615046.28	19.370
1324615056.39	18.840
1324615066.48	18.320
1324615076.58	17.880
1324615086.67	17.440
1324615096.76	17.090
1324615106.86	16.740
1324615116.95	16.390
1324615127.06	16.040
1324615137.16	15.770
1324615147.25	15.600
1324615157.34	15.330
1324615167.44	15.150
1324615177.53	14.980
1324615187.62	14.800
1324615197.73	14.620
1324615207.83	14.450
1324615217.92	14.360
1324615228.01	14.270
1324615238.11	14.090
1324615248.20	14.010
1324615258.30	13.920
1324615268.41	13.830
1324615278.50	13.740
1324615288.59	13.740
1324615298.69	13.650
1324615308.78	13.560
1324615318.87	13.560
1324615328.97	13.470
1324615339.08	13.380
1324615349.17	13.290
1324615359.26	13.210
1324615369.36	13.210
1324615379.45	13.120
1324615389.55	13.030
1324615399.64	12.940
1324615409.75	12.850
1324615419.84	12.850
1324615429.94	12.760
1324615440.03	12.670
1324615450.12	12.580
1324615460.22	12.580
1324615470.31	12.490
1324615480.42	12.490
1324615490.51	12.400
1324615500.61	12.400
1324615510.75	12.310
1324615520.86	12.310
1324615530.95	12.310
1324615541.05	12.220
1324615551.16	12.220
1324615561.25	12.220
1324615571.34	12.130
1324615581.44	12.130
1324615591.53	12.130
1324615601.62	12.130
1324615611.72	12.130
1324615621.83	12.040
1324615631.92	12.040
1324615642.01	12.040
1324615652.11	12.040
1324615662.20	12.040
1324615672.30	11.950
1324615682.39	11.950
1324615692.50	11.950
1324615702.59	11.950
1324615712.69	11.950
1324615722.78	11.950
1324615732.87	11.950
1324615742.97	11.950
1324615753.06	11.860
1324615763.17	11.860
1324615773.26	11.860
1324615783.36	11.860
1324615793.45	11.860
1324615803.55	11.860
1324615813.64	11.860
1324615823.73	11.860
1324615833.84	11.770
1324615843.94	11.770
1324615854.03	11.770
1324615864.12	11.770
1324615874.22	11.860
1324615884.31	11.770
1324615894.41	11.770
1324615904.51	11.770
1324615914.61	11.770
1324615924.70	11.770
1324615934.80	11.770
1324615944.89	11.770
1324615954.98	11.770
1324615965.08	11.770
1324615975.17	11.770
1324615985.28	11.770
1324615995.37	11.770
1324616005.47	11.770
1324616015.56	11.770
1324616025.66	11.770
1324616035.75	11.770
1324616045.84	11.770
1324616055.95	11.770
1324616066.05	11.770
1324616076.14	11.770
1324616086.23	11.770
1324616096.33	11.680
1324616106.42	11.680
1324616116.51	11.770
1324616126.62	11.770
1324616136.72	11.770
1324616146.81	11.770
1324616156.91	11.680
1324616167.00	11.680
1324616177.09	11.680
1324616187.19	11.680
1324616197.30	11.680
1324616207.39	11.680
1324616217.48	11.680
1324616227.58	11.680
1324616237.67	11.680
1324616247.76	11.680
1324616257.86	11.680
1324616267.97	11.680
1324616278.06	11.680
1324616288.16	11.680
1324616298.25	11.680
1324616308.34	11.680
1324616318.44	11.680
1324616328.53	11.680
1324616338.62	11.680
1324616348.73	11.590
1324616358.83	11.590
1324616368.92	11.590
1324616379.01	11.590
1324616389.11	11.590
1324616399.20	11.590
1324616409.30	11.500
1324616419.41	11.500
1324616429.50	11.500
1324616439.59	11.500
1324616449.69	11.410
1324616459.78	11.410
1324616469.87	11.410
1324616479.97	11.410
1324616490.08	11.410
1324616500.17	11.320
1324616510.26	11.320
1324616520.36	11.320
1324616530.45	11.320
1324616540.55	11.320
1324616550.64	11.320
1324616560.75	11.320
1324616570.84	11.320
1324616580.94	11.320
1324616591.03	11.320
1324616601.12	11.410
1324616611.22	11.410
1324616621.31	11.410
1324616631.41	11.410
1324616641.51	11.410
1324616651.61	11.410
1324616661.70	11.500
1324616671.80	11.500
1324616681.89	11.500
1324616691.98	11.500
1324616702.08	11.500
1324616712.19	11.590
1324616722.28	11.590
1324616732.37	11.590
1324616742.47	11.590
1324616752.56	11.680
1324616762.66	11.680
1324616772.75	11.680
1324616782.86	11.770
1324616792.95	11.770
1324616803.05	11.770
1324616813.14	11.860
1324616823.23	11.860
1324616833.33	11.860
1324616843.42	11.860
1324616853.53	11.950
1324616863.62	11.950
1324616873.72	11.950
1324616883.81	11.950
1324616893.91	11.950
1324616904.00	12.040
1324616914.09	12.040
1324616924.19	12.040
1324616934.30	12.040
1324616944.39	12.040
1324616954.48	12.040
1324616964.58	12.130
1324616974.67	12.130
1324616984.76	12.130
1324616994.86	12.130
1324617004.95	12.130
1324617015.06	12.130
1324617025.16	12.130
1324617035.25	12.130
1324617045.44	12.130
1324617055.53	12.220
1324617065.64	12.220
1324617075.73	12.220
1324617085.83	12.220
1324617095.92	12.220
1324617106.03	12.220
1324617116.12	12.220
1324617126.22	12.220

